Title,Date,Venue/Journal,Authors,Key word list
A stayed location estimation method for sparse GPS positioning information,2017,IEEE Global Conference on Consumer Electronics,"Sae Iwata1, Tomoyuki Nitta2, Toshinori Takayama2, Masao Yanagisawa1, Nozomu Togawa1","['2Zenrin DataCom Co., LTD.', 'Real-time computing', 'Mobile device']"
A Path Summarization and Prediction Method Based on Meaningful Locations,2013,Applied Mechanics and Materials,"Jaek Wang Kim, Seung Hoon Lee, Hye Wuk Jung, Jee Hyong Lee","['Usability', 'Machine learning', 'Dynamic time warping']"
Understanding the Impact of Data Sparsity and Duration for Location Prediction Applications,2014,The Internet of Things,"Alasdair Thomason, Matthew Leeke, Nathan Griffiths","['Predicative expression', 'Mobile device', 'Diminishing returns']"
Dynamic radius and confidence prediction in grid-based location prediction algorithms,2017,Pervasive and Mobile Computing,"Itay Hazan, Asaf Shabtai","['Mobile device', 'Matrix decomposition', 'Markov chain']"
Incremental statistical geo-temporal structuring of a personal camera phone image collection,2004,International Conference on Pattern Recognition,"Antoine Pigeau, Marc Gelgon","['Underline', 'Mobile phone', 'Image retrieval']"
SASLL: A System Annotating Semantic Label of Location,2015,Ubiquitous Intelligence and Computing,"Ruosong Yang, Dianxi Shi, Han Li, Xiaoyun Mo","['Ubiquitous computing', 'Semantics', 'Semantic grid']"
Arrival Place Presumption Based on Destination Entropy from Driving Route History,2006,IEEE Intelligent Vehicles Symposium,"M. Yoshioka, V. Kostov, Jun Ozawa","['Simulation', 'Presumption', 'Mathematics']"
Toward a common model and a markup language for personal gazetteers,2010,International Workshop on Hot Topics in Planet-Scale Measurement,"Ahmed N. Alazzawi, Alia I. Abdelmoty, Christopher B. Jones","['Usability', 'Personal mobility', 'Markup language']"
Mobile user location prediction: Genetic algorithm-based approach,2010,IEEE Symposium on Industrial Electronics and Applications,"Teddy Mantoro, Zubaidah Muataz, Media Anugerah Ayu","['Ubiquitous computing', 'Service provider', 'Mobile telephony']"
A potential approach for mobility prediction using GPS data,2017,International Conference on Information Science and Technology,"Binh T. Nguyen, Nhan V. Nguyen, Nam T. Nguyen, My Huynh T. Tran","['Support vector machine', 'Supervised learning', 'Pattern recognition']"
Context-Aware Geography Field Trip with EagleEye: Teachersâ€™ First Experience,2015,Arxiv,Morris S. Y. Jong,"['Qualitative research', 'Pedagogy', 'Mobile technology']"
Building geospatial data collections with location-based games,2009,Arxiv,"Sebastian Matyas, Peter Wullinger, Christian Matyas","['Semantic data model', 'Knowledge acquisition', 'Geospatial analysis']"
User Modeling based Time-Series Analysis for Context Prediction in Ubiquitous Computing Environment,2009,Arxiv,"Young-Hwan Choi, Sang-Yong Lee","['Ubiquitous computing', 'Training set', '+6']"
Conceptual enrichment of locations pointed out by the user,2007,International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,"Ana Oliveira Alves1, Raquel HervÃ¡s2, Francisco C. Pereira3, Pablo GervÃ¡s2, Carlos Bento3","['2Complutense University of Madrid,', '3University of Coimbra', 'WordNet']"
Enhancing data privacy with semantic trajectories: A rasterâ€êbased framework for GPS stop/move management,2018,Transactions in Gis,"Yang Wang, David McArthur","['Transportation planning', 'TRIPS architecture', 'Software']"
The Ejaki Project: A Quality of Service Regulator for Citizens,2007,Arxiv,"A.O. Alves, N. Figueiredo, H. Gomes, F. Camara Pereira, M.J. Marcelino","['Inst. Superior de Engenharia de Coimbra, Coimbra', 'Service provider', 'Service delivery framework']"
Spatio-temporal organization of one's personal image collection with model-based ICL-clustering,2003,Content-Based Multimedia Indexing,"Antoine Pigeau, Marc Gelgon","['Timestamp', 'Pattern recognition', 'Parametrization']"
IDENTIFYING PERSONALIZED MEANINGFUL LOCATIONS,2014,Arxiv,"Di You, Mir F. Ali, Paul C. Davis, Jianguo Li","['Location model', 'Geography', 'Data mining']"
Users' moving patterns analysis for personalized product recommendation in offline shopping malls,2006,Arxiv,"Young-Hwan Choi, Sang-Yong Lee","['Demographics', 'Data mining', '+3']"
Seeing our signals: combining location traces and web-based models for personal discovery,2008,Arxiv,"Elena Agapie, Gang Chen, Dan X. Houston, Eric Howard, Ji-Hoon Kim","['Institute of Transportation Studies', 'World Wide Web', 'Web service']"
Reinforcement and Non-Reinforcement Machine Learning Classifiers for User Movement Prediction,2013,Arxiv,Theodoros Anagnostopoulos,"['Reinforcement', 'Pattern recognition', 'Machine learning']"
Prediction of a Mobileâ€™s Location Based on Classification According to His Profile and His Communication Bill,2016,Arxiv,"Linda Chamek1, Mehammed Daoui2, Selma Boumerdassi1","['2University Mouloud Mammeri', 'Residence', 'Engineering']"
Oscillation Resolution for Massive Cell Phone Traffic Data,2016,Arxiv,"Ling Qi1, Yuanyuan Qiao1, Fehmi Ben Abdesslem2, Zhanyu Ma1, Jie Yang1","['2Decisions, Networks and Analytics Laboratory, SICS, Stockholm, Sweden', 'UMTS frequency bands', 'Tower']"
Road network and GPS tracking with data processing and quality assessment,2015,Arxiv,Xiaoyun Zhao,"['Information processing', 'Global Positioning System', '+8']"
HABITS: A History A ware Based Wi-Fi In door Tracking S ystem,2008,Arxiv,"Eoghan Furey, Kevin Curran, Paul Mc Kevitt, N. Ireland","['Ubiquitous computing', 'Telecommunications', 'Phone']"
Administrative Regions Discovery Based on Human Mobility Patterns and Spatio-Temporal Clustering,2016,Mobile Adhoc and Sensor Systems,"Miguel Nunez-Del-Prado-Cortez, Hugo Alatrista-Salas","['Visualization', 'Mobility model', 'Mobile phone']"
Data processing device that calculates an arrival probability for a destination using a user's movement history including a missing portion,2011,Arxiv,"Naoki Ide, Masato Ito, Kohtaro Sabe","['Real-time computing', 'Interpolation', 'Data processing']"
"On processing GPS tracking data of car-movements in BorlÃ_nge, Sweden",2014,Arxiv,Xiaoyun Zhao,"['Urban planning', 'Urban area', 'Transport engineering']"
Studying mobile context-aware social services in the wild,2010,Nordic Conference on Human-Computer Interaction,"Paul Holleis1, Matthias Wagner1, Sebastian BÃ¶hm2, Johan Koolwaaij3","['2net mobile AG, DÃ_sseldorf, Germany,', '3Novay', 'Social network']"
Place Identification : A Comparative Study,2009,Arxiv,Sourav Bhattacharya,"['CITE', 'share', 'CITATIONS* (3)']"
Agent-based Movement Analysis and Location Prediction in Cellular Networksâ˜†,2015,Procedia Computer Science,"Marin Vukovic, Dragan Jevtic","['Reality mining', 'Machine learning', 'Data mining']"
mPATH: a software framework for interactive visualization of behavior history,2005,Journal of Multimedia,"Masaki Ito, Jin Nakazawa, Hideyuki Tokuda","['Visualization', 'Visual programming language', 'Visual language']"
LocaRhythms: Real-Time Data Mining for Continuous Detection and Prediction of Stays,2009,Software Engineering and Advanced Applications,"Mirko Fetter, Tom Gross","['Real-time data', 'Mobile computing', 'Machine learning']"
Maximizing connectivity and performance in mobile ad hoc networks using mobile agents,2007,Ad Hoc Networks,"Alice E. Smith, Orhan Dengiz","['Wireless ad hoc network', 'Vehicular ad hoc network', 'Optimized Link State Routing Protocol']"
Facilitating personal content management in smart phones,2007,Arxiv,Antti Aaltonen,"['Sorting', 'Multimedia', '+5']"
"Time, Space, Connection: Scaling Ambient Intelligence",2007,Arxiv,"Mirko Fetter, Tom Gross","['Control engineering', 'Computer science', '+1']"
Improving the Quality of GPS-based Personal Gazetteers,2009,Arxiv,"Mark Hall, A N Alazzawi, Alia I Abdelmoty, Christopher B Jones","['Remote sensing', 'Mobile device', '+4']"
Oscillation Resolution esolution in Mobility Profile B in Mobility Profile B in Mobility Profile B in Mobility Profile Building uilding,2012,Arxiv,"Shafqat Ali Shad, Enhong Chen, Tengfei Bao","['Oscillation', 'Location-based service', '+7']"
Mobility prediction in mobile ad hoc networks using eye of coverage approach,2018,Cluster Computing,"U. Palani1, K. C. Suresh2, Alamelu Nachiappan3","['2Sri Sairam Institute of Technology,', '3Pondicherry Engineering College', 'Wireless network']"
Scenarios for mobile community support,2005,Next Generation Internet,"Bernhard Klein, Helmut Hlavacs","['Situation awareness', 'Position paper', 'Mobile telephony']"
Region of Interest Discovery in Location-Based Social Networking Services with Protected Locations,2013,Pacific Asia Workshop on Intelligence and Security Informatics,"Rong Tan, Junzhong Gu, Peng Chen, Zhou Zhong","['Social network', 'Social computing', 'Region of interest']"
Personalized Visited-POI Assignment to Individual Raw GPS Trajectories.,2019,arXiv: Computers and Society,"Jun Suzuki, Yoshihiko Suhara, Hiroyuki Toda, Kyosuke Nishida","['Trajectory', 'Point of interest', '+5']"
Location context for knowledge management in healthcare,2010,International Journal of Healthcare Technology and Management,"Kamran Ahsan, Hanifa Shah, Paul Kingston","['Mobile computing', 'Medicine', 'Knowledge management']"
Survey on positioning and tracking methods for disruption tolerant network,2017,International Conference on Innovative Mechanisms for Industry Applications,"Arnika Patel, Pariza Kamboj","['Mobile telephony', 'Mobile station', 'Mobile search']"
Workshop chairs,2013,International Symposium on Mixed and Augmented Reality,"Hartmut Seichter, Denis Kalkofen","['Pleasure', 'Multimedia', 'Computer science']"
SCTAG: A Mildly Context-Sensitive Formalism for Modeling Complex Intentions in Spatially Structured Environments.,2009,National Conference on Artificial Intelligence,Peter Kiefer,"['Spatial contextual awareness', 'Rule-based machine translation', 'Parsing']"
An enhanced behaviour recognition system for remote supervision of vulnerable individuals,2008,Arxiv,"J. Hunter, M. Colley","['Sensor fusion', 'Position sensor', 'Fuzzy logic']"
Visualization of Life Patterns through Deformation of Maps Based on Users' Movement Data,2013,Active Media Technology,"Hayato Yokoi, Kohei Matsumura, Yasuyuki Sumi","['Visualization', 'Mental mapping', 'Deformation (mechanics)']"
[book]Protecting Privacy in Location-Based Applications,2010,Arxiv,"Calvert Bowen, Ingrid Burbey, Thomas Martin","['CITE', 'share', 'CITATIONS* (0)']"
Indoor Navigation Guidance for Mobile Device,2018,Information Integration and Web-based Applications & Services,"Jonathan Marihot Parulian1, Kiki Maulana Adhinugraha1, Sultan Alamri2","['2Saudi Electronic University', 'Trajectory', 'Threshold limit value']"
Reliability of GPS based traffic data: an experimental evaluation,2014,Arxiv,"Xiaoyun Zhao, Kenneth Carling, Johan HÃ¥kansson","['Temporal database', 'Simulation', 'Human geography']"
Design of information distribution system for cellular phones based on preferences and movement records of user,2008,International Conference on Computer Engineering and Applications,"Kazuya Tomizawa, Osamu Uchida","['The Internet', 'Phone', 'Phenomenon']"
[book]Compilation of References,2013,Arxiv,"Katherine Blashki, Pedro Isaias","['CITE', 'share', 'CITATIONS* (0)']"
Mining GPS logs to augment location models,2005,WIT Transactions on Information and Communication Technologies,"Mh Saraee, S Yamaner","['Global Positioning System', 'Digital mapping', '+3']"
Dymanic Data Prefetching with Prediction-by-partial Match Approach for Route Guidance,2013,Arxiv,"Tsung-Yu Wu1, Chih-Cheng Lien2","['2Soochow University', 'Real-time computing', 'Mobile device']"
â€œJust One More Thingâ€ù: Using Leave-Behind Measurement Supplements to Augment Survey Data Collection,2018,Arxiv,Michael W. Link,"['Survey data collection', 'Purchasing', 'Marketing']"
Pre- and Postdrive Predictions,2013,Arxiv,"Carsten Isert, Oliver Stamm","['Web service', 'Systems architecture', 'Recommender system']"
Deducing places of interest from clusters of locations,2016,Arxiv,"Tobias Mellstrand, Rickard Zwahlen","['Location-based service', 'Internet privacy', '+1']"
"Location information representation method, location information processing method, location information model constructing method, and locational information processing apparatus",2015,Arxiv,"ì†¡í•˜ìœ_, ê_€í˜„ì_±","['Information model', 'Computer vision', '+2']"
RFID System Integration and Application Examples,2010,Arxiv,Ming-Shen Jian,"['Ticket', 'System integration', '+7']"
Techniques for tracking the spatio-temporal movement of tourists,2005,Arxiv,"Jianhong Xia, F. Basic, C. Arrowsmith","['Geography', 'Computer vision', '+1']"
Review on Resource Allocation and Mobility Prediction Schemes in Cellular Networks,2012,Arxiv,"Abhishek Kumar Gupta, Mohan Lal","['Resource allocation', 'Quality of service', '+6']"
Reducing Handoff Failures in Cellular Network by Predicting Its Future Move,2012,Arxiv,"S. Malathy, T. Ravichandran","['Quality of service', 'Mobility management', '+8']"
An Intelligent Mobility Prediction Scheme for Location-Based Service over Cellular Communications Network,2012,Arxiv,Mohammad Sh. Daoud,"['Robustness (computer science)', 'Real-time computing', '+8']"
